geo,sector,year,elec_carb_int_inp,elec_gen_GWh_inp,emis_int_inp,emissions_MtCo2_inp,ind_val_add_2019_bln_inp,pcap_emis_int_inp,pop_inp,resi_emis_int_inp
NSW,Commercial Transport,2011,,,0.24615180604973846,7.462140000000001,30.315195,,,
NSW,Commercial Transport,2012,,,0.23048342068004737,7.51771,32.61714,,,
NSW,Commercial Transport,2013,,,0.22839727284678277,7.57496,33.16572,,,
NSW,Commercial Transport,2014,,,0.22132318785228086,7.44937,33.658335,,,
NSW,Commercial Transport,2015,,,0.23489317417959837,8.18882,34.86189,,,
NSW,Commercial Transport,2016,,,0.23943909969326202,8.60102,35.921535,,,
NSW,Commercial Transport,2017,,,0.24082853290844464,8.842139999999999,36.7155,,,
NSW,Commercial Transport,2018,,,0.27507893274794365,8.526,30.99474,,,
NSW,Commercial Transport,2019,,,,,,,,
NSW,Commercial Transport,2020,,,,,,,,
NSW,Commercial Transport,2021,,,,,,,,
NSW,Commercial Transport,2022,,,,,,,,
NSW,Commercial Transport,2023,,,,,,,,
NSW,Commercial Transport,2024,,,,,,,,
NSW,Commercial Transport,2025,,,,,,,,
NSW,Commercial Transport,2026,,,,,,,,
NSW,Commercial Transport,2027,,,,,,,,
NSW,Commercial Transport,2028,,,,,,,,
NSW,Commercial Transport,2029,,,,,,,,
NSW,Commercial Transport,2030,,,,,,,,
NSW,Commercial Transport,2031,,,,,,,,
NSW,Commercial Transport,2032,,,,,,,,
NSW,Commercial Transport,2033,,,,,,,,
NSW,Commercial Transport,2034,,,,,,,,
NSW,Commercial Transport,2035,,,,,,,,
NSW,Commercial Transport,2036,,,,,,,,
NSW,Commercial Transport,2037,,,,,,,,
NSW,Commercial Transport,2038,,,,,,,,
NSW,Commercial Transport,2039,,,,,,,,
NSW,Commercial Transport,2040,,,,,,,,
NSW,Commercial Transport,2041,,,,,,,,
NSW,Commercial Transport,2042,,,,,,,,
NSW,Commercial Transport,2043,,,,,,,,
NSW,Commercial Transport,2044,,,,,,,,
NSW,Commercial Transport,2045,,,,,,,,
NSW,Commercial Transport,2046,,,,,,,,
NSW,Commercial Transport,2047,,,,,,,,
NSW,Commercial Transport,2048,,,,,,,,
NSW,Commercial Transport,2049,,,,,,,,
NSW,Commercial Transport,2050,,,,,,,,
NSW,Construction,1990,,,,,,,,
NSW,Construction,2005,,,,1.733,,,,
NSW,Construction,2006,,,,,,,,
NSW,Construction,2007,,,,,,,,
NSW,Construction,2008,,,,,,,,
NSW,Construction,2009,,,0.05678945629727583,1.75602,30.921585,,,
NSW,Construction,2010,,,0.05238457500447326,1.7683,33.75612,,,
NSW,Construction,2011,,,0.052131650002405855,1.8364200000000002,35.226585,,,
NSW,Construction,2012,,,0.05085854320865,1.8429,36.235800000000005,,,
NSW,Construction,2013,,,0.049850245623738736,1.91431,38.40121499999999,,,
NSW,Construction,2014,,,0.04803244919863462,1.9854100000000001,41.334765,,,
NSW,Construction,2015,,,0.04185263104028614,1.86474,44.554905,,,
NSW,Construction,2016,,,0.0426329316436195,2.07216,48.60468,,,
NSW,Construction,2017,,,0.04190099109897008,2.20715,52.675365,,,
NSW,Construction,2018,,,0.05382628673143706,2.528,46.965900000000005,,,
NSW,Construction,2019,,,,,,,,
NSW,Construction,2020,,,,,,,,
NSW,Construction,2021,,,,,,,,
NSW,Construction,2022,,,,,,,,
NSW,Construction,2023,,,,,,,,
NSW,Construction,2024,,,,,,,,
NSW,Construction,2025,,,,,,,,
NSW,Construction,2026,,,,,,,,
NSW,Construction,2027,,,,,,,,
NSW,Construction,2028,,,,,,,,
NSW,Construction,2029,,,,,,,,
NSW,Construction,2030,,,,,,,,
NSW,Construction,2031,,,,,,,,
NSW,Construction,2032,,,,,,,,
NSW,Construction,2033,,,,,,,,
NSW,Construction,2034,,,,,,,,
NSW,Construction,2035,,,,,,,,
NSW,Construction,2036,,,,,,,,
NSW,Construction,2037,,,,,,,,
NSW,Construction,2038,,,,,,,,
NSW,Construction,2039,,,,,,,,
NSW,Construction,2040,,,,,,,,
NSW,Construction,2041,,,,,,,,
NSW,Construction,2042,,,,,,,,
NSW,Construction,2043,,,,,,,,
NSW,Construction,2044,,,,,,,,
NSW,Construction,2045,,,,,,,,
NSW,Construction,2046,,,,,,,,
NSW,Construction,2047,,,,,,,,
NSW,Construction,2048,,,,,,,,
NSW,Construction,2049,,,,,,,,
NSW,Construction,2050,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",1990,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2005,,,,63.504,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2006,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2007,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2008,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2009,,,6.557641387232671,68.21734,10.402725,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2010,,,5.514164215959042,64.66022,11.726205,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2011,,,4.495663112549044,60.361830000000005,13.426680000000001,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2012,,,3.785481456584131,59.46592,15.708945,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2013,,,3.392942151586446,56.65489,16.697864999999997,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2014,,,3.5864700586341907,55.41107,15.45003,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2015,,,3.7569678049356807,52.151089999999996,13.881165,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2016,,,4.034106291801835,55.40018,13.732949999999999,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2017,,,3.72149867903688,54.46471,14.635155000000001,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2018,,,4.219089391113447,54.426,12.89994,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2019,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2020,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2021,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2022,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2023,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2024,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2025,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2026,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2027,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2028,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2029,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2030,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2031,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2032,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2033,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2034,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2035,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2036,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2037,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2038,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2039,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2040,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2041,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2042,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2043,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2044,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2045,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2046,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2047,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2048,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2049,,,,,,,,
NSW,"Electricity generation, Gas, Water & Waste Services",2050,,,,,,,,
NSW,LULUCF,1990,,,,,,,,
NSW,LULUCF,2005,,,,2.245,,,,
NSW,LULUCF,2006,,,,,,,,
NSW,LULUCF,2007,,,,,,,,
NSW,LULUCF,2008,,,,,,,,
NSW,LULUCF,2009,,,,-3.09416,,,,
NSW,LULUCF,2010,,,,-10.847700000000001,,,,
NSW,LULUCF,2011,,,,-7.87305,,,,
NSW,LULUCF,2012,,,,-4.729229999999999,,,,
NSW,LULUCF,2013,,,,-6.716600000000001,,,,
NSW,LULUCF,2014,,,,-1.9700199999999999,,,,
NSW,LULUCF,2015,,,,-6.57719,,,,
NSW,LULUCF,2016,,,,-15.0959,,,,
NSW,LULUCF,2017,,,,-14.29266,,,,
NSW,LULUCF,2018,,,,-13.2823,,,,
NSW,LULUCF,2019,,,,,,,,
NSW,LULUCF,2020,,,,,,,,
NSW,LULUCF,2021,,,,,,,,
NSW,LULUCF,2022,,,,,,,,
NSW,LULUCF,2023,,,,,,,,
NSW,LULUCF,2024,,,,,,,,
NSW,LULUCF,2025,,,,,,,,
NSW,LULUCF,2026,,,,,,,,
NSW,LULUCF,2027,,,,,,,,
NSW,LULUCF,2028,,,,,,,,
NSW,LULUCF,2029,,,,,,,,
NSW,LULUCF,2030,,,,,,,,
NSW,LULUCF,2031,,,,,,,,
NSW,LULUCF,2032,,,,,,,,
NSW,LULUCF,2033,,,,,,,,
NSW,LULUCF,2034,,,,,,,,
NSW,LULUCF,2035,,,,,,,,
NSW,LULUCF,2036,,,,,,,,
NSW,LULUCF,2037,,,,,,,,
NSW,LULUCF,2038,,,,,,,,
NSW,LULUCF,2039,,,,,,,,
NSW,LULUCF,2040,,,,,,,,
NSW,LULUCF,2041,,,,,,,,
NSW,LULUCF,2042,,,,,,,,
NSW,LULUCF,2043,,,,,,,,
NSW,LULUCF,2044,,,,,,,,
NSW,LULUCF,2045,,,,,,,,
NSW,LULUCF,2046,,,,,,,,
NSW,LULUCF,2047,,,,,,,,
NSW,LULUCF,2048,,,,,,,,
NSW,LULUCF,2049,,,,,,,,
NSW,LULUCF,2050,,,,,,,,
NSW,Manufacturing,1990,,,,,,,,
NSW,Manufacturing,2005,,,,23.111,,,,
NSW,Manufacturing,2006,,,,,,,,
NSW,Manufacturing,2007,,,,,,,,
NSW,Manufacturing,2008,,,,,,,,
NSW,Manufacturing,2009,,,0.5066567646445695,19.443459999999998,38.376,,,
NSW,Manufacturing,2010,,,0.5700836493808404,21.749209999999998,38.150909999999996,,,
NSW,Manufacturing,2011,,,0.5783677694660565,22.22532,38.427659999999996,,,
NSW,Manufacturing,2012,,,0.4959373095369034,18.99183,38.29482,,,
NSW,Manufacturing,2013,,,0.4622820536427915,17.32261,37.47195,,,
NSW,Manufacturing,2014,,,0.41609863690562526,15.27599,36.712425,,,
NSW,Manufacturing,2015,,,0.40821733416201633,14.89652,36.49164,,,
NSW,Manufacturing,2016,,,0.39747824865660036,14.68797,36.95289,,,
NSW,Manufacturing,2017,,,0.38674255284579073,14.74578,38.128155,,,
NSW,Manufacturing,2018,,,0.5125891842144671,16.67,32.521170000000005,,,
NSW,Manufacturing,2019,,,,,,,,
NSW,Manufacturing,2020,,,,,,,,
NSW,Manufacturing,2021,,,,,,,,
NSW,Manufacturing,2022,,,,,,,,
NSW,Manufacturing,2023,,,,,,,,
NSW,Manufacturing,2024,,,,,,,,
NSW,Manufacturing,2025,,,,,,,,
NSW,Manufacturing,2026,,,,,,,,
NSW,Manufacturing,2027,,,,,,,,
NSW,Manufacturing,2028,,,,,,,,
NSW,Manufacturing,2029,,,,,,,,
NSW,Manufacturing,2030,,,,,,,,
NSW,Manufacturing,2031,,,,,,,,
NSW,Manufacturing,2032,,,,,,,,
NSW,Manufacturing,2033,,,,,,,,
NSW,Manufacturing,2034,,,,,,,,
NSW,Manufacturing,2035,,,,,,,,
NSW,Manufacturing,2036,,,,,,,,
NSW,Manufacturing,2037,,,,,,,,
NSW,Manufacturing,2038,,,,,,,,
NSW,Manufacturing,2039,,,,,,,,
NSW,Manufacturing,2040,,,,,,,,
NSW,Manufacturing,2041,,,,,,,,
NSW,Manufacturing,2042,,,,,,,,
NSW,Manufacturing,2043,,,,,,,,
NSW,Manufacturing,2044,,,,,,,,
NSW,Manufacturing,2045,,,,,,,,
NSW,Manufacturing,2046,,,,,,,,
NSW,Manufacturing,2047,,,,,,,,
NSW,Manufacturing,2048,,,,,,,,
NSW,Manufacturing,2049,,,,,,,,
NSW,Manufacturing,2050,,,,,,,,
NSW,Mining,1990,,,,,,,,
NSW,Mining,2005,,,,18.828,,,,
NSW,Mining,2006,,,,,,,,
NSW,Mining,2007,,,,,,,,
NSW,Mining,2008,,,,,,,,
NSW,Mining,2009,,,1.2830552157153152,20.167279999999998,15.71817,,,
NSW,Mining,2010,,,1.2810254268099293,18.21622,14.220030000000001,,,
NSW,Mining,2011,,,1.2115031282060518,19.171509999999998,15.824565,,,
NSW,Mining,2012,,,1.2611138016841739,18.47521,14.649914999999998,,,
NSW,Mining,2013,,,1.3037965378965368,17.47118,13.400235,,,
NSW,Mining,2014,,,1.3444426393293765,17.13031,12.74157,,,
NSW,Mining,2015,,,1.5248146516965706,18.33229,12.022635000000001,,,
NSW,Mining,2016,,,1.1184938607264285,18.401310000000002,16.451864999999998,,,
NSW,Mining,2017,,,0.788845591872814,17.16571,21.760544999999997,,,
NSW,Mining,2018,,,0.9681968486059156,18.379,18.98271,,,
NSW,Mining,2019,,,,,,,,
NSW,Mining,2020,,,,,,,,
NSW,Mining,2021,,,,,,,,
NSW,Mining,2022,,,,,,,,
NSW,Mining,2023,,,,,,,,
NSW,Mining,2024,,,,,,,,
NSW,Mining,2025,,,,,,,,
NSW,Mining,2026,,,,,,,,
NSW,Mining,2027,,,,,,,,
NSW,Mining,2028,,,,,,,,
NSW,Mining,2029,,,,,,,,
NSW,Mining,2030,,,,,,,,
NSW,Mining,2031,,,,,,,,
NSW,Mining,2032,,,,,,,,
NSW,Mining,2033,,,,,,,,
NSW,Mining,2034,,,,,,,,
NSW,Mining,2035,,,,,,,,
NSW,Mining,2036,,,,,,,,
NSW,Mining,2037,,,,,,,,
NSW,Mining,2038,,,,,,,,
NSW,Mining,2039,,,,,,,,
NSW,Mining,2040,,,,,,,,
NSW,Mining,2041,,,,,,,,
NSW,Mining,2042,,,,,,,,
NSW,Mining,2043,,,,,,,,
NSW,Mining,2044,,,,,,,,
NSW,Mining,2045,,,,,,,,
NSW,Mining,2046,,,,,,,,
NSW,Mining,2047,,,,,,,,
NSW,Mining,2048,,,,,,,,
NSW,Mining,2049,,,,,,,,
NSW,Mining,2050,,,,,,,,
NSW,Overall,1990,,,,,,,,
NSW,Overall,2005,,,,,,,,
NSW,Overall,2006,,,,,,,,
NSW,Overall,2007,,,,,,,,
NSW,Overall,2008,,,,,,,,
NSW,Overall,2009,,,,,,21.735331039992175,7.053755,2.5224423020079376
NSW,Overall,2010,,,,,,20.00227174365213,7.144292,2.5335092686581118
NSW,Overall,2011,,,,,,20.068990510393462,7.218529,2.556705112634444
NSW,Overall,2012,,,,,,19.684935223960206,7.304244,2.4990375458432115
NSW,Overall,2013,,,,,,18.48093849405297,7.404032,2.470732163232142
NSW,Overall,2014,,,,,,18.314543815401326,7.508353,2.462518744124044
NSW,Overall,2015,,,,,,17.315706533784443,7.616168,2.55325644077179
NSW,Overall,2016,,,,,,16.32077557870583,7.732858,2.384684937962135
NSW,Overall,2017,,,,,,16.20907043705825,7.867052,2.4052338792218477
NSW,Overall,2018,,,,,,16.567016663992074,8.001204,2.4357584183580374
NSW,Overall,2019,,,,,,,8.138816,
NSW,Overall,2020,,,,,,,8.275674,
NSW,Overall,2021,,,,,,,8.41028,
NSW,Overall,2022,,,,,,,8.542528,
NSW,Overall,2023,,,,,,,8.671694,
NSW,Overall,2024,,,,,,,8.797483,
NSW,Overall,2025,,,,,,,8.919389,
NSW,Overall,2026,,,,,,,9.038063,
NSW,Overall,2027,,,,,,,9.152348,
NSW,Overall,2028,,,,,,,9.265948,
NSW,Overall,2029,,,,,,,9.378639,
NSW,Overall,2030,,,,,,,9.490274,
NSW,Overall,2031,,,,,,,9.600745,
NSW,Overall,2032,,,,,,,9.709902,
NSW,Overall,2033,,,,,,,9.817706,
NSW,Overall,2034,,,,,,,9.924172,
NSW,Overall,2035,,,,,,,10.029352,
NSW,Overall,2036,,,,,,,10.133334,
NSW,Overall,2037,,,,,,,10.236245,
NSW,Overall,2038,,,,,,,10.338213,
NSW,Overall,2039,,,,,,,10.439335,
NSW,Overall,2040,,,,,,,10.539716,
NSW,Overall,2041,,,,,,,10.639457,
NSW,Overall,2042,,,,,,,10.738637,
NSW,Overall,2043,,,,,,,10.837343,
NSW,Overall,2044,,,,,,,10.935629,
NSW,Overall,2045,,,,,,,11.033558,
NSW,Overall,2046,,,,,,,11.131195,
NSW,Overall,2047,,,,,,,11.228604,
NSW,Overall,2048,,,,,,,11.325872,
NSW,Overall,2049,,,,,,,11.423064,
NSW,Overall,2050,,,,,,,11.520244,
NSW,Residential,1990,,,,,,,,
NSW,Residential,2005,,,,17.471,,,,
NSW,Residential,2006,,,,,,,,
NSW,Residential,2007,,,,,,,,
NSW,Residential,2008,,,,,,,,
NSW,Residential,2009,,,,17.79269,,,,
NSW,Residential,2010,,,,18.10013,,,,
NSW,Residential,2011,,,,18.455650000000002,,,,
NSW,Residential,2012,,,,18.253580000000003,,,,
NSW,Residential,2013,,,,18.293380000000003,,,,
NSW,Residential,2014,,,,18.489459999999998,,,,
NSW,Residential,2015,,,,19.44603,,,,
NSW,Residential,2016,,,,18.44043,,,,
NSW,Residential,2017,,,,18.922099999999997,,,,
NSW,Residential,2018,,,,19.489,,,,
NSW,Residential,2019,,,,,,,,
NSW,Residential,2020,,,,,,,,
NSW,Residential,2021,,,,,,,,
NSW,Residential,2022,,,,,,,,
NSW,Residential,2023,,,,,,,,
NSW,Residential,2024,,,,,,,,
NSW,Residential,2025,,,,,,,,
NSW,Residential,2026,,,,,,,,
NSW,Residential,2027,,,,,,,,
NSW,Residential,2028,,,,,,,,
NSW,Residential,2029,,,,,,,,
NSW,Residential,2030,,,,,,,,
NSW,Residential,2031,,,,,,,,
NSW,Residential,2032,,,,,,,,
NSW,Residential,2033,,,,,,,,
NSW,Residential,2034,,,,,,,,
NSW,Residential,2035,,,,,,,,
NSW,Residential,2036,,,,,,,,
NSW,Residential,2037,,,,,,,,
NSW,Residential,2038,,,,,,,,
NSW,Residential,2039,,,,,,,,
NSW,Residential,2040,,,,,,,,
NSW,Residential,2041,,,,,,,,
NSW,Residential,2042,,,,,,,,
NSW,Residential,2043,,,,,,,,
NSW,Residential,2044,,,,,,,,
NSW,Residential,2045,,,,,,,,
NSW,Residential,2046,,,,,,,,
NSW,Residential,2047,,,,,,,,
NSW,Residential,2048,,,,,,,,
NSW,Residential,2049,,,,,,,,
NSW,Residential,2050,,,,,,,,
NSW,Services,1990,,,,,,,,
NSW,Services,2005,,,,3.556,,,,
NSW,Services,2006,,,,,,,,
NSW,Services,2007,,,,,,,,
NSW,Services,2008,,,,,,,,
NSW,Services,2009,,,0.014531795533359839,4.2029,289.22096999999997,,,
NSW,Services,2010,,,0.014977920644007806,4.610390000000001,307.81242,,,
NSW,Services,2011,,,0.0143331488131914,4.69874,327.82329,,,
NSW,Services,2012,,,0.013596385280183927,4.6629700000000005,342.956595,,,
NSW,Services,2013,,,0.01427004977113477,5.06472,354.919575,,,
NSW,Services,2014,,,0.014754931833624219,5.46731,370.54119000000003,,,
NSW,Services,2015,,,0.013794741768201339,5.35167,387.949995,,,
NSW,Services,2016,,,0.012512525156187415,5.074439999999999,405.548835,,,
NSW,Services,2017,,,0.012362218783786837,5.24387,424.18518,,,
NSW,Services,2018,,,0.021389365364227596,7.863,367.61259,,,
NSW,Services,2019,,,,,,,,
NSW,Services,2020,,,,,,,,
NSW,Services,2021,,,,,,,,
NSW,Services,2022,,,,,,,,
NSW,Services,2023,,,,,,,,
NSW,Services,2024,,,,,,,,
NSW,Services,2025,,,,,,,,
NSW,Services,2026,,,,,,,,
NSW,Services,2027,,,,,,,,
NSW,Services,2028,,,,,,,,
NSW,Services,2029,,,,,,,,
NSW,Services,2030,,,,,,,,
NSW,Services,2031,,,,,,,,
NSW,Services,2032,,,,,,,,
NSW,Services,2033,,,,,,,,
NSW,Services,2034,,,,,,,,
NSW,Services,2035,,,,,,,,
NSW,Services,2036,,,,,,,,
NSW,Services,2037,,,,,,,,
NSW,Services,2038,,,,,,,,
NSW,Services,2039,,,,,,,,
NSW,Services,2040,,,,,,,,
NSW,Services,2041,,,,,,,,
NSW,Services,2042,,,,,,,,
NSW,Services,2043,,,,,,,,
NSW,Services,2044,,,,,,,,
NSW,Services,2045,,,,,,,,
NSW,Services,2046,,,,,,,,
NSW,Services,2047,,,,,,,,
NSW,Services,2048,,,,,,,,
NSW,Services,2049,,,,,,,,
NSW,Services,2050,,,,,,,,
NT,Agriculture & Forestry,1990,,,,,,,,
NT,Agriculture & Forestry,2005,,,,2.64886,,,,
NT,Agriculture & Forestry,2006,,,,,,,,
NT,Agriculture & Forestry,2007,,,,,,,,
NT,Agriculture & Forestry,2008,,,,,,,,
NT,Agriculture & Forestry,2009,,,5.2950013113034355,2.52373,0.476625,,,
NT,Agriculture & Forestry,2010,,,6.276837190418189,3.09197,0.4926,,,
NT,Agriculture & Forestry,2011,,,7.041702586206897,3.26735,0.46399999999999997,,,
NT,Agriculture & Forestry,2012,,,7.58143064082224,3.29724,0.43490999999999996,,,
NT,Agriculture & Forestry,2013,,,7.161512474012474,3.3069,0.46176000000000006,,,
NT,Agriculture & Forestry,2014,,,5.590999372329175,3.25125,0.581515,,,
NT,Agriculture & Forestry,2015,,,4.76332731265317,3.1778299999999997,0.6671450000000001,,,
NT,Agriculture & Forestry,2016,,,4.669429519485749,3.36325,0.72027,,,
NT,Agriculture & Forestry,2017,,,4.443927125506073,3.29295,0.741,,,
NT,Agriculture & Forestry,2018,,,4.432344609231795,3.1918200000000003,0.72012,,,
NT,Agriculture & Forestry,2019,,,,,,,,
NT,Agriculture & Forestry,2020,,,,,,,,
NT,Agriculture & Forestry,2021,,,,,,,,
NT,Agriculture & Forestry,2022,,,,,,,,
NT,Agriculture & Forestry,2023,,,,,,,,
NT,Agriculture & Forestry,2024,,,,,,,,
NT,Agriculture & Forestry,2025,,,,,,,,
NT,Agriculture & Forestry,2026,,,,,,,,
NT,Agriculture & Forestry,2027,,,,,,,,
NT,Agriculture & Forestry,2028,,,,,,,,
NT,Agriculture & Forestry,2029,,,,,,,,
NT,Agriculture & Forestry,2030,,,,,,,,
NT,Agriculture & Forestry,2031,,,,,,,,
NT,Agriculture & Forestry,2032,,,,,,,,
NT,Agriculture & Forestry,2033,,,,,,,,
NT,Agriculture & Forestry,2034,,,,,,,,
NT,Agriculture & Forestry,2035,,,,,,,,
NT,Agriculture & Forestry,2036,,,,,,,,
NT,Agriculture & Forestry,2037,,,,,,,,
NT,Agriculture & Forestry,2038,,,,,,,,
NT,Agriculture & Forestry,2039,,,,,,,,
NT,Agriculture & Forestry,2040,,,,,,,,
NT,Agriculture & Forestry,2041,,,,,,,,
NT,Agriculture & Forestry,2042,,,,,,,,
NT,Agriculture & Forestry,2043,,,,,,,,
NT,Agriculture & Forestry,2044,,,,,,,,
NT,Agriculture & Forestry,2045,,,,,,,,
NT,Agriculture & Forestry,2046,,,,,,,,
NT,Agriculture & Forestry,2047,,,,,,,,
NT,Agriculture & Forestry,2048,,,,,,,,
NT,Agriculture & Forestry,2049,,,,,,,,
NT,Agriculture & Forestry,2050,,,,,,,,
NT,Commercial Transport,1990,,,,,,,,
NT,Commercial Transport,2005,,,,0.336,,,,
NT,Commercial Transport,2006,,,,,,,,
NT,Commercial Transport,2007,,,,,,,,
NT,Commercial Transport,2008,,,,,,,,
NT,Commercial Transport,2009,,,0.9720560738008904,0.47048,0.484005,,,
NT,Commercial Transport,2010,,,0.7888391128809248,0.42789,0.54243,,,
NT,Commercial Transport,2011,,,1.1071220770234782,0.7040299999999999,0.63591,,,
NT,Commercial Transport,2012,,,0.9767325806250389,0.70461,0.721395,,,
NT,Commercial Transport,2013,,,0.8204500471971012,0.67361,0.821025,,,
NT,Commercial Transport,2014,,,0.7220105013550135,0.68204,0.94464,,,
NT,Commercial Transport,2015,,,0.7772808849922035,0.79257,1.0196699999999999,,,
NT,Commercial Transport,2016,,,0.7084691845197282,0.75944,1.071945,,,
NT,Commercial Transport,2017,,,0.6997918951982413,0.7751,1.107615,,,
NT,Commercial Transport,2018,,,0.9579578581008434,0.86426,0.90219,,,
NT,Commercial Transport,2019,,,,,,,,
NT,Commercial Transport,2020,,,,,,,,
NT,Commercial Transport,2021,,,,,,,,
NT,Commercial Transport,2022,,,,,,,,
NT,Commercial Transport,2023,,,,,,,,
NT,Commercial Transport,2024,,,,,,,,
NT,Commercial Transport,2025,,,,,,,,
NT,Commercial Transport,2026,,,,,,,,
NT,Commercial Transport,2027,,,,,,,,
NT,Commercial Transport,2028,,,,,,,,
NT,Commercial Transport,2029,,,,,,,,
NT,Commercial Transport,2030,,,,,,,,
NT,Commercial Transport,2031,,,,,,,,
NT,Commercial Transport,2032,,,,,,,,
NT,Commercial Transport,2033,,,,,,,,
NT,Commercial Transport,2034,,,,,,,,
NT,Commercial Transport,2035,,,,,,,,
NT,Commercial Transport,2036,,,,,,,,
NT,Commercial Transport,2037,,,,,,,,
NT,Commercial Transport,2038,,,,,,,,
NT,Commercial Transport,2039,,,,,,,,
NT,Commercial Transport,2040,,,,,,,,
NT,Commercial Transport,2041,,,,,,,,
NT,Commercial Transport,2042,,,,,,,,
NT,Commercial Transport,2043,,,,,,,,
NT,Commercial Transport,2044,,,,,,,,
NT,Commercial Transport,2045,,,,,,,,
NT,Commercial Transport,2046,,,,,,,,
NT,Commercial Transport,2047,,,,,,,,
NT,Commercial Transport,2048,,,,,,,,
NT,Commercial Transport,2049,,,,,,,,
NT,Commercial Transport,2050,,,,,,,,
NT,Construction,1990,,,,,,,,
NT,Construction,2005,,,,0.091,,,,
NT,Construction,2006,,,,,,,,
NT,Construction,2007,,,,,,,,
NT,Construction,2008,,,,,,,,
NT,Construction,2009,,,0.04536840993837143,0.08164,1.79949,,,
NT,Construction,2010,,,0.05039629265889999,0.0839,1.664805,,,
NT,Construction,2011,,,0.04980438355367454,0.08561,1.718925,,,
NT,Construction,2012,,,0.03528459025100948,0.09433,2.673405,,,
NT,Construction,2013,,,0.03489400667653478,0.11775,3.374505,,,
NT,Construction,2014,,,0.03738901112619571,0.10782,2.883735,,,
NT,Construction,2015,,,0.03841739948011725,0.11114,2.89296,,,
NT,Construction,2016,,,0.036102573174417146,0.12245,3.391725,,,
NT,Construction,2017,,,0.033475999967140124,0.12225,3.6518699999999997,,,
NT,Construction,2018,,,0.068536826495304,0.16638,2.4276,,,
NT,Construction,2019,,,,,,,,
NT,Construction,2020,,,,,,,,
NT,Construction,2021,,,,,,,,
NT,Construction,2022,,,,,,,,
NT,Construction,2023,,,,,,,,
NT,Construction,2024,,,,,,,,
NT,Construction,2025,,,,,,,,
NT,Construction,2026,,,,,,,,
NT,Construction,2027,,,,,,,,
NT,Construction,2028,,,,,,,,
NT,Construction,2029,,,,,,,,
NT,Construction,2030,,,,,,,,
NT,Construction,2031,,,,,,,,
NT,Construction,2032,,,,,,,,
NT,Construction,2033,,,,,,,,
NT,Construction,2034,,,,,,,,
NT,Construction,2035,,,,,,,,
NT,Construction,2036,,,,,,,,
NT,Construction,2037,,,,,,,,
NT,Construction,2038,,,,,,,,
NT,Construction,2039,,,,,,,,
NT,Construction,2040,,,,,,,,
